Date,Open,High,Low,Close,Adj Close,Volume
1995-06-20,16.187500,16.187500,15.937500,16.031250,6.051035,3343200
1995-06-21,15.750000,15.750000,15.562500,15.687500,5.921284,4840000
1995-06-22,15.656250,15.656250,15.500000,15.625000,5.897694,5078800
1995-06-23,15.625000,15.718750,15.468750,15.687500,5.921284,2937200
1995-06-26,15.687500,15.781250,15.562500,15.562500,5.874105,2174400
1995-06-27,15.562500,15.781250,15.562500,15.750000,5.944875,2228400
1995-06-28,15.687500,15.687500,15.437500,15.593750,5.885899,2408800
1995-06-29,15.593750,15.625000,15.406250,15.562500,5.874105,1212800
1995-06-30,15.593750,16.125000,15.593750,16.062500,6.062832,4457200
1995-07-03,16.062500,16.093750,16.031250,16.093750,6.074626,861200
1995-07-05,16.093750,16.531250,16.062500,16.500000,6.227967,4053200
1995-07-06,16.500000,17.125000,16.406250,17.093750,6.452078,5032800
1995-07-07,17.093750,18.062500,17.031250,17.750000,6.699782,5728400
1995-07-10,17.718750,17.718750,17.468750,17.562500,6.629010,3457200
1995-07-11,17.562500,17.718750,17.500000,17.562500,6.629010,2111200
1995-07-12,17.562500,17.906250,17.500000,17.906250,6.758763,1578800
1995-07-13,17.906250,18.156250,17.781250,18.093750,6.829529,2476000
1995-07-14,18.093750,18.187500,17.968750,18.125000,6.841325,1380000
1995-07-17,18.125000,18.812500,18.031250,18.468750,6.971076,3234800
1995-07-18,18.062500,18.062500,17.812500,17.843750,6.865271,2951200
1995-07-19,17.437500,17.437500,16.656250,17.281250,6.648854,6454800
1995-07-20,17.250000,17.250000,16.562500,16.875000,6.492548,7407200
1995-07-21,16.875000,17.000000,16.718750,16.875000,6.492548,4312800
1995-07-24,16.875000,17.281250,16.843750,17.250000,6.636830,2162400
1995-07-25,17.250000,17.500000,17.062500,17.468750,6.720991,2363200
1995-07-26,17.468750,17.562500,17.281250,17.468750,6.720991,1558400
1995-07-27,17.531250,17.718750,17.531250,17.562500,6.757061,1165200
1995-07-28,17.562500,17.593750,17.281250,17.312500,6.660875,1448000
1995-07-31,17.312500,17.656250,17.218750,17.593750,6.769087,1445200
1995-08-01,17.562500,17.562500,16.875000,17.031250,6.552668,2475200
1995-08-02,17.031250,17.406250,16.812500,16.812500,6.468505,2673200
1995-08-03,16.812500,17.062500,16.562500,17.000000,6.540644,2035200
1995-08-04,17.000000,17.125000,16.750000,16.781250,6.456482,1071200
1995-08-07,16.781250,16.843750,16.531250,16.562500,6.372320,1995200
1995-08-08,16.562500,16.593750,16.156250,16.531250,6.360291,2300000
1995-08-09,16.531250,16.562500,16.125000,16.250000,6.252086,2950000
1995-08-10,16.187500,16.187500,15.906250,15.906250,6.119829,5111200
1995-08-11,15.906250,16.000000,15.562500,15.843750,6.095781,2550800
1995-08-14,16.000000,16.500000,16.000000,16.500000,6.348271,2319600
1995-08-15,16.500000,16.500000,16.187500,16.437500,6.324226,2189600
1995-08-16,16.656250,17.031250,16.656250,17.000000,6.540644,3944400
1995-08-17,17.000000,17.250000,16.750000,17.187500,6.612786,3975200
1995-08-18,17.156250,17.156250,16.906250,16.937500,6.516598,5903600
1995-08-21,16.937500,17.031250,16.875000,16.906250,6.504576,3500800
1995-08-22,16.875000,16.875000,16.562500,16.687500,6.420411,2990000
1995-08-23,16.656250,16.656250,16.250000,16.343750,6.288156,4591200
1995-08-24,16.343750,16.343750,15.968750,16.093750,6.191971,4195200
1995-08-25,16.125000,16.343750,16.125000,16.250000,6.252086,2162800
1995-08-28,16.250000,16.437500,16.156250,16.343750,6.288156,1484400
1995-08-29,16.375000,16.750000,16.375000,16.750000,6.444457,1958400
1995-08-30,16.750000,16.906250,16.593750,16.687500,6.420411,2383600
1995-08-31,16.687500,16.906250,16.687500,16.781250,6.456482,1488800
1995-09-01,16.781250,17.093750,16.718750,17.093750,6.576713,1115600
1995-09-05,17.093750,17.187500,16.906250,17.125000,6.588739,1696400
1995-09-06,17.125000,17.343750,17.093750,17.343750,6.672899,1868400
1995-09-07,17.343750,17.500000,17.312500,17.343750,6.672899,2987200
1995-09-08,17.343750,17.406250,17.156250,17.281250,6.648854,1842800
1995-09-11,17.281250,17.343750,17.000000,17.031250,6.552668,1293200
1995-09-12,17.000000,17.000000,16.750000,16.843750,6.480526,1852400
1995-09-13,16.750000,16.750000,16.625000,16.750000,6.444457,1934400
1995-09-14,16.750000,16.750000,16.218750,16.250000,6.252086,4240400
1995-09-15,16.250000,16.437500,16.250000,16.312500,6.276132,3852400
1995-09-18,16.312500,16.406250,16.250000,16.343750,6.288156,1999200
1995-09-19,14.968750,14.968750,14.468750,14.718750,5.662950,19483200
1995-09-20,14.875000,15.062500,14.875000,14.968750,5.759134,9081200
1995-09-21,14.937500,14.937500,14.718750,14.718750,5.662950,5008000
1995-09-22,14.718750,14.875000,14.656250,14.718750,5.662950,2566400
1995-09-25,14.718750,14.812500,14.500000,14.531250,5.590808,1924400
1995-09-26,14.531250,14.687500,14.500000,14.531250,5.590808,3429600
1995-09-27,14.500000,14.500000,14.031250,14.031250,5.398436,5075600
1995-09-28,14.187500,14.375000,14.187500,14.375000,5.530691,4480400
1995-09-29,14.375000,14.531250,14.218750,14.218750,5.470575,3096400
1995-10-02,14.218750,14.250000,13.781250,13.812500,5.314270,5115600
1995-10-03,13.812500,14.000000,13.718750,13.843750,5.326295,4278000
1995-10-04,13.843750,13.843750,13.625000,13.687500,5.266179,5644800
1995-10-05,13.687500,13.906250,13.687500,13.781250,5.302248,5118800
1995-10-06,13.781250,13.812500,13.531250,13.531250,5.206064,2690800
1995-10-09,13.343750,13.343750,12.937500,13.156250,5.061786,4963600
1995-10-10,13.156250,13.406250,12.687500,13.156250,5.061786,5307600
1995-10-11,13.156250,13.375000,12.906250,13.031250,5.013692,3386400
1995-10-12,13.093750,13.406250,13.093750,13.343750,5.133924,3218800
1995-10-13,13.343750,13.968750,13.343750,13.875000,5.338317,5668000
1995-10-16,13.875000,14.000000,13.656250,13.875000,5.338317,3138400
1995-10-17,13.875000,13.968750,13.500000,13.531250,5.206064,3674800
1995-10-18,13.500000,13.500000,12.781250,12.875000,4.953574,7730400
1995-10-19,12.968750,13.218750,12.968750,13.125000,5.190871,4964000
1995-10-20,13.187500,13.375000,13.187500,13.281250,5.252668,4236000
1995-10-23,13.281250,13.375000,13.156250,13.218750,5.227951,2256400
1995-10-24,13.281250,13.687500,13.281250,13.593750,5.376263,3166000
1995-10-25,13.593750,13.750000,13.218750,13.218750,5.227951,2854000
1995-10-26,13.281250,13.531250,13.281250,13.406250,5.302105,2429600
1995-10-27,13.406250,13.687500,13.406250,13.656250,5.400981,2978800
1995-10-30,13.656250,13.906250,13.593750,13.750000,5.438060,3084400
1995-10-31,13.937500,14.250000,13.937500,14.187500,5.611086,3815600
1995-11-01,14.187500,14.375000,14.000000,14.125000,5.586368,2937600
1995-11-02,14.156250,14.375000,14.156250,14.312500,5.660523,2752800
1995-11-03,14.312500,14.468750,13.968750,14.000000,5.536931,5108400
1995-11-06,14.000000,14.375000,14.000000,14.281250,5.648166,2806000
1995-11-07,14.281250,14.343750,14.156250,14.281250,5.648166,1774400
1995-11-08,14.062500,14.062500,13.843750,13.875000,5.487495,3327600
1995-11-09,13.968750,14.281250,13.968750,14.218750,5.623448,2540000
1995-11-10,14.218750,14.250000,14.125000,14.156250,5.598726,2154800
1995-11-13,14.156250,14.250000,13.968750,14.093750,5.574008,2142000
1995-11-14,14.093750,14.250000,14.000000,14.000000,5.536931,1303200
1995-11-15,14.000000,14.093750,13.781250,14.000000,5.536931,2278400
1995-11-16,14.000000,14.000000,13.781250,13.812500,5.462775,2285600
1995-11-17,13.843750,14.000000,13.843750,13.875000,5.487495,2664800
1995-11-20,13.875000,14.250000,13.843750,13.906250,5.499854,2925600
1995-11-21,14.250000,14.937500,14.250000,14.843750,5.870630,6520400
1995-11-22,14.843750,15.031250,14.562500,14.937500,5.907705,4496800
1995-11-24,14.937500,15.000000,14.906250,14.937500,5.907705,1150000
1995-11-27,15.031250,15.468750,15.031250,15.343750,6.068378,3972800
1995-11-28,15.343750,15.531250,15.312500,15.531250,6.142531,2560000
1995-11-29,15.531250,15.593750,15.250000,15.500000,6.130176,2629600
1995-11-30,15.500000,15.531250,15.312500,15.343750,6.068378,1912000
1995-12-01,15.343750,15.406250,15.250000,15.250000,6.031299,2207200
1995-12-04,15.250000,15.500000,15.250000,15.375000,6.080737,1774400
1995-12-05,15.375000,15.781250,15.187500,15.625000,6.179610,3022000
1995-12-06,15.625000,15.750000,15.468750,15.625000,6.179610,1770800
1995-12-07,15.562500,15.562500,15.187500,15.187500,6.006583,1622800
1995-12-08,15.187500,15.312500,15.125000,15.218750,6.018941,1358000
1995-12-11,15.218750,15.468750,15.156250,15.437500,6.105456,1258800
1995-12-12,15.437500,15.500000,15.312500,15.312500,6.056021,1448000
1995-12-13,15.312500,15.468750,15.156250,15.437500,6.105456,2878800
1995-12-14,15.437500,15.687500,15.437500,15.500000,6.130176,3988000
1995-12-15,15.500000,15.531250,14.937500,15.000000,5.932428,3891600
1995-12-18,14.968750,14.968750,14.437500,14.437500,5.709962,5345600
1995-12-19,14.437500,15.250000,14.312500,15.218750,6.018941,4606800
1995-12-20,15.218750,15.250000,15.000000,15.000000,5.932428,3174000
1995-12-21,15.031250,15.375000,15.031250,15.375000,6.080737,1872800
1995-12-22,15.343750,15.343750,15.062500,15.218750,6.018941,1458800
1995-12-26,15.218750,15.218750,14.812500,14.843750,5.870630,920800
1995-12-27,14.843750,14.843750,14.718750,14.750000,5.833552,2015200
1995-12-28,14.750000,14.875000,14.531250,14.593750,5.771756,1647200
1995-12-29,14.593750,14.718750,14.593750,14.687500,5.808833,2208000
1996-01-02,14.687500,14.937500,14.562500,14.875000,5.882990,4534000
1996-01-03,14.875000,15.312500,14.843750,15.125000,5.981865,5097200
1996-01-04,15.125000,15.125000,14.843750,15.000000,5.932428,4061600
1996-01-05,15.000000,15.312500,14.843750,15.250000,6.031299,2788000
1996-01-08,15.250000,15.281250,15.093750,15.187500,6.006583,1199600
1996-01-09,15.187500,15.312500,14.781250,14.781250,5.845912,2748400
1996-01-10,14.781250,15.156250,14.531250,14.625000,5.784117,4288800
1996-01-11,14.656250,14.875000,14.656250,14.843750,5.870630,2500000
1996-01-12,14.843750,14.937500,14.562500,14.625000,5.784117,2382400
1996-01-15,14.531250,14.531250,14.187500,14.218750,5.623448,3422400
1996-01-16,14.218750,14.250000,13.593750,13.875000,5.487495,7181600
1996-01-17,13.875000,13.937500,13.500000,13.562500,5.363902,6114400
1996-01-18,14.031250,15.250000,14.031250,14.812500,6.013454,17313600
1996-01-19,14.812500,14.906250,14.593750,14.750000,5.988082,7396000
1996-01-22,14.750000,15.750000,14.750000,15.687500,6.368679,6558400
1996-01-23,15.625000,15.625000,15.281250,15.625000,6.343306,6574400
1996-01-24,15.625000,15.625000,15.406250,15.500000,6.292562,2549200
1996-01-25,15.468750,15.468750,15.093750,15.156250,6.153011,2800400
1996-01-26,15.156250,15.562500,15.031250,15.562500,6.317936,3100000
1996-01-29,15.562500,15.968750,15.562500,15.937500,6.470177,4029200
1996-01-30,15.937500,16.156250,15.906250,16.093750,6.533608,4122400
1996-01-31,16.093750,16.218750,15.781250,16.093750,6.533608,6088400
1996-02-01,16.093750,16.093750,15.843750,16.031250,6.508234,2006800
1996-02-02,16.031250,16.062500,15.656250,15.843750,6.432116,2576800
1996-02-05,15.843750,15.843750,15.406250,15.687500,6.368679,3753200
1996-02-06,15.687500,15.906250,15.687500,15.875000,6.444805,2945600
1996-02-07,15.906250,16.156250,15.906250,15.968750,6.482861,2755200
1996-02-08,15.968750,16.281250,15.937500,16.281250,6.609727,3288000
1996-02-09,16.281250,16.406250,16.093750,16.156250,6.558982,4370000
1996-02-12,16.156250,16.968750,16.156250,16.906250,6.863462,5484000
1996-02-13,16.875000,16.875000,16.531250,16.875000,6.850774,4714800
1996-02-14,16.875000,16.937500,16.625000,16.750000,6.800028,2642400
1996-02-15,16.750000,16.843750,16.593750,16.656250,6.761968,4382400
1996-02-16,16.656250,16.812500,16.406250,16.750000,6.800028,3848000
1996-02-20,16.750000,17.000000,16.593750,16.968750,6.888833,3654000
1996-02-21,17.031250,17.375000,17.031250,17.218750,6.990325,4449200
1996-02-22,17.312500,17.593750,17.312500,17.562500,7.129879,3827600
1996-02-23,17.562500,18.000000,17.281250,17.500000,7.104508,3818000
1996-02-26,17.500000,17.562500,17.281250,17.312500,7.028385,3305600
1996-02-27,17.312500,17.468750,17.062500,17.343750,7.041073,2235600
1996-02-28,17.343750,17.500000,16.875000,16.937500,6.876145,2842000
1996-02-29,16.937500,16.968750,16.656250,16.687500,6.774653,2937600
1996-03-01,16.687500,16.968750,16.375000,16.875000,6.850774,2830000
1996-03-04,16.875000,17.156250,16.781250,16.968750,6.888833,3146000
1996-03-05,16.937500,16.937500,16.718750,16.937500,6.876145,3389200
1996-03-06,16.937500,17.093750,16.781250,16.937500,6.876145,3079200
1996-03-07,16.937500,17.125000,16.718750,16.937500,6.876145,3221600
1996-03-08,16.937500,17.125000,16.468750,16.812500,6.825400,3876000
1996-03-11,16.812500,17.468750,16.656250,17.468750,7.091818,3638800
1996-03-12,17.468750,17.656250,16.843750,17.593750,7.142567,4683200
1996-03-13,17.593750,17.656250,17.312500,17.656250,7.167940,2544000
1996-03-14,17.656250,17.843750,17.656250,17.718750,7.193314,3598000
1996-03-15,17.718750,18.125000,17.687500,18.000000,7.307490,3878000
1996-03-18,18.000000,18.406250,17.906250,18.375000,7.459731,4014400
1996-03-19,18.375000,18.468750,17.937500,18.093750,7.345553,5062400
1996-03-20,18.093750,18.187500,17.562500,17.718750,7.193314,3674000
1996-03-21,17.687500,17.687500,17.468750,17.500000,7.104508,1518800
1996-03-22,17.500000,17.593750,17.218750,17.312500,7.028385,1745600
1996-03-25,17.312500,17.437500,17.156250,17.343750,7.041073,2327600
1996-03-26,17.343750,17.625000,17.218750,17.468750,7.091818,2084400
1996-03-27,17.468750,17.687500,17.218750,17.375000,7.053763,1397200
1996-03-28,17.312500,17.312500,16.906250,17.125000,6.952267,1776800
1996-03-29,17.125000,17.156250,16.937500,17.000000,6.901520,1836000
1996-04-01,17.000000,17.062500,16.750000,16.875000,6.850774,1832400
1996-04-02,16.875000,16.968750,16.468750,16.656250,6.761968,2808000
1996-04-03,16.656250,17.093750,16.656250,17.062500,6.926895,1655600
1996-04-04,17.062500,17.375000,17.062500,17.156250,6.964956,1339600
1996-04-08,17.062500,17.062500,16.750000,16.906250,6.863462,2050400
1996-04-09,16.906250,16.937500,16.656250,16.687500,6.774653,1882400
1996-04-10,16.687500,16.906250,16.562500,16.625000,6.749279,1648400
1996-04-11,16.625000,17.156250,16.625000,17.156250,6.964956,3116000
1996-04-12,17.156250,17.656250,17.156250,17.562500,7.129879,3159600
1996-04-15,17.562500,17.968750,17.531250,17.906250,7.269433,2591200
1996-04-16,17.875000,17.875000,17.406250,17.625000,7.155255,4186800
1996-04-17,17.500000,17.500000,16.843750,16.937500,6.876145,3632800
1996-04-18,16.750000,16.750000,16.156250,16.343750,6.775104,5103600
1996-04-19,16.343750,16.406250,16.218750,16.250000,6.736243,7505200
1996-04-22,16.281250,16.437500,16.281250,16.375000,6.788059,2652800
1996-04-23,16.375000,16.562500,16.343750,16.343750,6.775104,2362000
1996-04-24,16.343750,16.437500,16.031250,16.187500,6.710330,1889600
1996-04-25,16.187500,16.687500,16.031250,16.656250,6.904647,2538400
1996-04-26,16.656250,16.656250,16.218750,16.218750,6.723282,2229200
1996-04-29,16.218750,16.218750,15.906250,16.062500,6.658516,1796800
1996-04-30,16.062500,16.218750,15.937500,16.031250,6.645559,1694800
1996-05-01,16.031250,16.343750,15.906250,16.156250,6.697376,3099200
1996-05-02,16.156250,16.437500,16.000000,16.156250,6.697376,4316800
1996-05-03,16.156250,16.281250,15.843750,15.937500,6.606698,3529200
1996-05-06,15.937500,15.968750,15.750000,15.968750,6.619651,2586000
1996-05-07,15.968750,15.968750,15.750000,15.781250,6.541927,3583200
1996-05-08,15.781250,15.843750,15.500000,15.750000,6.528972,2446000
1996-05-09,15.750000,16.000000,15.687500,15.843750,6.567835,2398400
1996-05-10,15.875000,16.031250,15.875000,15.906250,6.593744,1634400
1996-05-13,15.906250,16.062500,15.875000,16.031250,6.645559,1833600
1996-05-14,16.156250,16.406250,16.156250,16.312500,6.762152,4389600
1996-05-15,16.437500,16.781250,16.437500,16.687500,6.917602,3393600
1996-05-16,16.687500,17.281250,16.625000,17.187500,7.124871,3786800
1996-05-17,17.187500,17.343750,17.187500,17.218750,7.137826,2852400
1996-05-20,17.218750,17.312500,16.937500,16.968750,7.034191,2428800
1996-05-21,17.031250,17.218750,17.031250,17.125000,7.098962,2910000
1996-05-22,17.125000,17.343750,16.968750,17.312500,7.176687,2563200
1996-05-23,17.312500,17.406250,16.906250,16.906250,7.008281,3072000
1996-05-24,16.906250,17.093750,16.843750,17.093750,7.086007,3006000
1996-05-28,17.093750,17.093750,16.906250,16.937500,7.021235,2190800
1996-05-29,16.937500,17.031250,16.937500,17.000000,7.047141,1509600
1996-05-30,16.812500,16.812500,16.500000,16.593750,6.878737,5463600
1996-05-31,16.437500,16.437500,16.312500,16.406250,6.801010,3132000
1996-06-03,16.375000,16.375000,16.062500,16.093750,6.671467,2794800
1996-06-04,16.125000,16.500000,16.125000,16.437500,6.813968,3534800
1996-06-05,16.437500,16.562500,16.312500,16.531250,6.852828,1700000
1996-06-06,16.531250,16.562500,16.218750,16.218750,6.723282,2041600
1996-06-07,16.218750,16.500000,16.031250,16.406250,6.801010,2415200
1996-06-10,16.406250,16.656250,16.218750,16.250000,6.736243,1575600
1996-06-11,16.281250,16.625000,16.281250,16.500000,6.839875,1345200
1996-06-12,16.500000,16.718750,16.156250,16.187500,6.710330,1739600
1996-06-13,16.187500,16.343750,16.062500,16.156250,6.697376,1739600
1996-06-14,16.312500,16.500000,16.312500,16.312500,6.762152,1965200
1996-06-17,16.312500,16.468750,16.250000,16.343750,6.775104,1398400
1996-06-18,16.375000,16.843750,16.375000,16.406250,6.801010,2332400
1996-06-19,16.406250,16.687500,16.343750,16.500000,6.839875,2883600
1996-06-20,16.500000,17.000000,16.500000,16.781250,6.956463,2510000
1996-06-21,16.812500,17.250000,16.812500,17.187500,7.124871,3808800
1996-06-24,17.187500,17.437500,17.156250,17.312500,7.176687,2184400
